Record date,GEO,Type of stock,Type of crop,K tonnes
31/12/2018,Canada,Farm stocks,Mustard seed,132
31/12/2018,Canada,Farm stocks,Oats,2186
31/12/2018,Canada,Farm stocks,Peas,2194
31/12/2018,Canada,Farm stocks,Rye,155
31/12/2018,Canada,Farm stocks,Soybeans,2857
31/12/2018,Canada,Farm stocks,Sunflower seed,123
31/12/2018,Canada,Farm stocks,Wheat,20633
31/12/2018,Canada,Farm stocks,Wheat,4605
31/12/2018,Canada,Farm stocks,Wheat,16028
31/12/2018,Canada,Commercial stocks,Barley,296
31/12/2018,Canada,Commercial stocks,Canary seed,14
31/12/2018,Canada,Commercial stocks,Canola,1477
31/12/2018,Canada,Commercial stocks,Chick peas,18
31/12/2018,Canada,Commercial stocks,Corn,3105
31/12/2018,Canada,Commercial stocks,Flaxseed,46
31/12/2018,Canada,Commercial stocks,Lentils,226
31/12/2018,Canada,Commercial stocks,Mustard seed,27
31/12/2018,Canada,Commercial stocks,Oats,220
31/12/2018,Canada,Commercial stocks,Peas,356
31/12/2018,Canada,Commercial stocks,Rye,14
31/12/2018,Canada,Commercial stocks,Soybeans,1430
31/12/2018,Canada,Commercial stocks,Sunflower seed,8
31/12/2018,Canada,Commercial stocks,Wheat,4626
31/12/2018,Canada,Commercial stocks,Wheat,913
31/12/2018,Canada,Commercial stocks,Wheat,3713
31/12/2018,Prince Edward Island,Farm stocks,Barley,62
31/12/2018,Prince Edward Island,Farm stocks,Corn,15
31/12/2018,Prince Edward Island,Farm stocks,Oats,4
31/12/2018,Prince Edward Island,Farm stocks,Soybeans,18
31/12/2018,Prince Edward Island,Farm stocks,Wheat,29
31/12/2018,Prince Edward Island,Farm stocks,Wheat,29
31/12/2018,Nova Scotia,Farm stocks,Barley,2
31/12/2018,Nova Scotia,Farm stocks,Corn,34
31/12/2018,Nova Scotia,Farm stocks,Oats,1
31/12/2018,Nova Scotia,Farm stocks,Soybeans,8
31/12/2018,Nova Scotia,Farm stocks,Wheat,5
31/12/2018,Nova Scotia,Farm stocks,Wheat,5
31/12/2018,New Brunswick,Farm stocks,Barley,7
31/12/2018,New Brunswick,Farm stocks,Canola,0
31/12/2018,New Brunswick,Farm stocks,Corn,26
31/12/2018,New Brunswick,Farm stocks,Oats,14
31/12/2018,New Brunswick,Farm stocks,Soybeans,5
31/12/2018,New Brunswick,Farm stocks,Wheat,9
31/12/2018,New Brunswick,Farm stocks,Wheat,9
31/12/2018,Quebec,Farm stocks,Barley,73
31/12/2018,Quebec,Farm stocks,Canola,14
31/12/2018,Quebec,Farm stocks,Corn,2800
31/12/2018,Quebec,Farm stocks,Oats,63
31/12/2018,Quebec,Farm stocks,Rye,10
31/12/2018,Quebec,Farm stocks,Soybeans,595
31/12/2018,Quebec,Farm stocks,Wheat,110
31/12/2018,Quebec,Farm stocks,Wheat,110
31/12/2018,Ontario,Farm stocks,Barley,48
31/12/2018,Ontario,Farm stocks,Canola,32
31/12/2018,Ontario,Farm stocks,Corn,4700
31/12/2018,Ontario,Farm stocks,Oats,31
31/12/2018,Ontario,Farm stocks,Rye,24
31/12/2018,Ontario,Farm stocks,Soybeans,1480
31/12/2018,Ontario,Farm stocks,Wheat,650
31/12/2018,Ontario,Farm stocks,Wheat,650
31/12/2018,Manitoba,Farm stocks,Barley,320
31/12/2018,Manitoba,Farm stocks,Canola,2080
31/12/2018,Manitoba,Farm stocks,Corn,900
31/12/2018,Manitoba,Farm stocks,Flaxseed,21
31/12/2018,Manitoba,Farm stocks,Lentils,0
31/12/2018,Manitoba,Farm stocks,Oats,400
31/12/2018,Manitoba,Farm stocks,Peas,62
31/12/2018,Manitoba,Farm stocks,Rye,31
31/12/2018,Manitoba,Farm stocks,Soybeans,700
31/12/2018,Manitoba,Farm stocks,Wheat,2755
31/12/2018,Manitoba,Farm stocks,Wheat,5
31/12/2018,Manitoba,Farm stocks,Wheat,2750
31/12/2018,Saskatchewan,Farm stocks,Barley,1800
31/12/2018,Saskatchewan,Farm stocks,Canola,6994
31/12/2018,Saskatchewan,Farm stocks,Flaxseed,294
31/12/2018,Saskatchewan,Farm stocks,Lentils,1910
31/12/2018,Saskatchewan,Farm stocks,Oats,1124
31/12/2018,Saskatchewan,Farm stocks,Peas,1140
31/12/2018,Saskatchewan,Farm stocks,Rye,57
31/12/2018,Saskatchewan,Farm stocks,Soybeans,50
31/12/2018,Saskatchewan,Farm stocks,Wheat,9535
31/12/2018,Saskatchewan,Farm stocks,Wheat,3550
31/12/2018,Saskatchewan,Farm stocks,Wheat,5985
31/12/2018,Alberta,Farm stocks,Barley,2300
31/12/2018,Alberta,Farm stocks,Canola,4500
31/12/2018,Alberta,Farm stocks,Corn,35
31/12/2018,Alberta,Farm stocks,Flaxseed,48
31/12/2018,Alberta,Farm stocks,Lentils,170
31/12/2018,Alberta,Farm stocks,Oats,497
31/12/2018,Alberta,Farm stocks,Peas,950
31/12/2018,Alberta,Farm stocks,Rye,33
31/12/2018,Alberta,Farm stocks,Wheat,7475
31/12/2018,Alberta,Farm stocks,Wheat,1050
31/12/2018,Alberta,Farm stocks,Wheat,6425
31/12/2018,British Columbia,Farm stocks,Barley,35
31/12/2018,British Columbia,Farm stocks,Canola,55
31/12/2018,British Columbia,Farm stocks,Oats,52
31/12/2018,British Columbia,Farm stocks,Peas,40
31/12/2018,British Columbia,Farm stocks,Wheat,65
31/12/2018,British Columbia,Farm stocks,Wheat,65
31/03/2019,Canada,Farm stocks,Barley,2371
31/03/2019,Canada,Farm stocks,Canary seed,59
31/03/2019,Canada,Farm stocks,Canola,9417
31/03/2019,Canada,Farm stocks,Chick peas,200
31/03/2019,Canada,Farm stocks,Corn,5874
31/03/2019,Canada,Farm stocks,Flaxseed,243
31/03/2019,Canada,Farm stocks,Lentils,1520
31/03/2019,Canada,Farm stocks,Mustard seed,99
31/03/2019,Canada,Farm stocks,Oats,1299
31/03/2019,Canada,Farm stocks,Peas,1490
31/03/2019,Canada,Farm stocks,Rye,97
31/03/2019,Canada,Farm stocks,Soybeans,2059
31/03/2019,Canada,Farm stocks,Sunflower seed,102
31/03/2019,Canada,Farm stocks,Wheat,13228
31/03/2019,Canada,Farm stocks,Wheat,3145
31/03/2019,Canada,Farm stocks,Wheat,10083
31/03/2019,Canada,Commercial stocks,Barley,306
31/03/2019,Canada,Commercial stocks,Canary seed,13
31/03/2019,Canada,Commercial stocks,Canola,1338
31/03/2019,Canada,Commercial stocks,Chick peas,25
31/03/2019,Canada,Commercial stocks,Corn,2428
31/03/2019,Canada,Commercial stocks,Flaxseed,60
31/03/2019,Canada,Commercial stocks,Lentils,177
31/03/2019,Canada,Commercial stocks,Mustard seed,26
31/03/2019,Canada,Commercial stocks,Oats,239
31/03/2019,Canada,Commercial stocks,Peas,389
31/03/2019,Canada,Commercial stocks,Rye,15
31/03/2019,Canada,Commercial stocks,Soybeans,1212
31/03/2019,Canada,Commercial stocks,Sunflower seed,11
31/03/2019,Canada,Commercial stocks,Wheat,4459
31/03/2019,Canada,Commercial stocks,Wheat,1013
31/03/2019,Canada,Commercial stocks,Wheat,3446
31/03/2019,Prince Edward Island,Farm stocks,Barley,38
31/03/2019,Prince Edward Island,Farm stocks,Corn,
31/03/2019,Prince Edward Island,Farm stocks,Oats,2
31/03/2019,Prince Edward Island,Farm stocks,Soybeans,10
31/03/2019,Prince Edward Island,Farm stocks,Wheat,18
31/03/2019,Prince Edward Island,Farm stocks,Wheat,18
31/03/2019,Nova Scotia,Farm stocks,Barley,1
31/03/2019,Nova Scotia,Farm stocks,Corn,17
31/03/2019,Nova Scotia,Farm stocks,Oats,1
31/03/2019,Nova Scotia,Farm stocks,Soybeans,3
31/03/2019,Nova Scotia,Farm stocks,Wheat,2
31/03/2019,Nova Scotia,Farm stocks,Wheat,2
31/03/2019,New Brunswick,Farm stocks,Barley,4
31/03/2019,New Brunswick,Farm stocks,Canola,0
31/03/2019,New Brunswick,Farm stocks,Corn,9
31/03/2019,New Brunswick,Farm stocks,Oats,9
31/03/2019,New Brunswick,Farm stocks,Soybeans,3
31/03/2019,New Brunswick,Farm stocks,Wheat,5
31/03/2019,New Brunswick,Farm stocks,Wheat,5
31/03/2019,Quebec,Farm stocks,Barley,50
31/03/2019,Quebec,Farm stocks,Canola,9
31/03/2019,Quebec,Farm stocks,Corn,1880
31/03/2019,Quebec,Farm stocks,Oats,35
31/03/2019,Quebec,Farm stocks,Rye,5
31/03/2019,Quebec,Farm stocks,Soybeans,477
31/03/2019,Quebec,Farm stocks,Wheat,60
31/03/2019,Quebec,Farm stocks,Wheat,60
31/03/2019,Ontario,Farm stocks,Barley,35
31/03/2019,Ontario,Farm stocks,Canola,24
31/03/2019,Ontario,Farm stocks,Corn,3210
31/03/2019,Ontario,Farm stocks,Oats,21
31/03/2019,Ontario,Farm stocks,Rye,20
31/03/2019,Ontario,Farm stocks,Soybeans,1020
31/03/2019,Ontario,Farm stocks,Wheat,350
31/03/2019,Ontario,Farm stocks,Wheat,350
31/03/2019,Manitoba,Farm stocks,Barley,225
31/03/2019,Manitoba,Farm stocks,Canola,1570
31/03/2019,Manitoba,Farm stocks,Corn,734
31/03/2019,Manitoba,Farm stocks,Flaxseed,13
31/03/2019,Manitoba,Farm stocks,Lentils,0
31/03/2019,Manitoba,Farm stocks,Oats,225
31/03/2019,Manitoba,Farm stocks,Peas,40
31/03/2019,Manitoba,Farm stocks,Rye,9
31/03/2019,Manitoba,Farm stocks,Soybeans,510
31/03/2019,Manitoba,Farm stocks,Wheat,1915
31/03/2019,Manitoba,Farm stocks,Wheat,0
31/03/2019,Manitoba,Farm stocks,Wheat,1915
31/03/2019,Saskatchewan,Farm stocks,Barley,900
31/03/2019,Saskatchewan,Farm stocks,Canola,4450
31/03/2019,Saskatchewan,Farm stocks,Flaxseed,195
31/03/2019,Saskatchewan,Farm stocks,Lentils,1400
31/03/2019,Saskatchewan,Farm stocks,Oats,640
31/03/2019,Saskatchewan,Farm stocks,Peas,790
31/03/2019,Saskatchewan,Farm stocks,Rye,34
31/03/2019,Saskatchewan,Farm stocks,Soybeans,35
31/03/2019,Saskatchewan,Farm stocks,Wheat,5775
31/03/2019,Saskatchewan,Farm stocks,Wheat,2365
31/03/2019,Saskatchewan,Farm stocks,Wheat,3410
31/03/2019,Alberta,Farm stocks,Barley,1100
31/03/2019,Alberta,Farm stocks,Canola,3330
31/03/2019,Alberta,Farm stocks,Corn,20
31/03/2019,Alberta,Farm stocks,Flaxseed,35
31/03/2019,Alberta,Farm stocks,Lentils,120
31/03/2019,Alberta,Farm stocks,Oats,330
31/03/2019,Alberta,Farm stocks,Peas,635
31/03/2019,Alberta,Farm stocks,Rye,29
31/03/2019,Alberta,Farm stocks,Wheat,5060
31/03/2019,Alberta,Farm stocks,Wheat,780
31/03/2019,Alberta,Farm stocks,Wheat,4280
31/03/2019,British Columbia,Farm stocks,Barley,18
31/03/2019,British Columbia,Farm stocks,Canola,34
31/03/2019,British Columbia,Farm stocks,Oats,36
31/03/2019,British Columbia,Farm stocks,Peas,25
31/03/2019,British Columbia,Farm stocks,Wheat,43
31/03/2019,British Columbia,Farm stocks,Wheat,43
31/07/2019,Canada,Farm stocks,Barley,636
31/07/2019,Canada,Farm stocks,Canary seed,2
31/07/2019,Canada,Farm stocks,Canola,3232
31/07/2019,Canada,Farm stocks,Chick peas,118
31/07/2019,Canada,Farm stocks,Corn,1076
31/07/2019,Canada,Farm stocks,Flaxseed,38
31/07/2019,Canada,Farm stocks,Lentils,715
31/07/2019,Canada,Farm stocks,Mustard seed,50
31/07/2019,Canada,Farm stocks,Oats,293
31/07/2019,Canada,Farm stocks,Peas,131
31/07/2019,Canada,Farm stocks,Rye,42
31/07/2019,Canada,Farm stocks,Soybeans,95
31/07/2019,Canada,Farm stocks,Sunflower seed,95
31/07/2019,Canada,Farm stocks,Wheat,2804
31/07/2019,Canada,Farm stocks,Wheat,990
31/07/2019,Canada,Farm stocks,Wheat,1814
31/07/2019,Canada,Commercial stocks,Barley,227
31/07/2019,Canada,Commercial stocks,Canary seed,9
31/07/2019,Canada,Commercial stocks,Canola,1203
31/07/2019,Canada,Commercial stocks,Chick peas,22
31/07/2019,Canada,Commercial stocks,Corn,903
31/07/2019,Canada,Commercial stocks,Flaxseed,22
31/07/2019,Canada,Commercial stocks,Lentils,141
31/07/2019,Canada,Commercial stocks,Mustard seed,23
31/07/2019,Canada,Commercial stocks,Oats,104
31/07/2019,Canada,Commercial stocks,Peas,181
31/07/2019,Canada,Commercial stocks,Rye,7
31/07/2019,Canada,Commercial stocks,Soybeans,605
31/07/2019,Canada,Commercial stocks,Sunflower seed,2
31/07/2019,Canada,Commercial stocks,Wheat,3237
31/07/2019,Canada,Commercial stocks,Wheat,842
31/07/2019,Canada,Commercial stocks,Wheat,2395
31/07/2019,Prince Edward Island,Farm stocks,Barley,6
31/07/2019,Prince Edward Island,Farm stocks,Corn,
31/07/2019,Prince Edward Island,Farm stocks,Oats,0
31/07/2019,Prince Edward Island,Farm stocks,Soybeans,1
31/07/2019,Prince Edward Island,Farm stocks,Wheat,2
31/07/2019,Prince Edward Island,Farm stocks,Wheat,2
31/07/2019,Nova Scotia,Farm stocks,Barley,0
31/07/2019,Nova Scotia,Farm stocks,Corn,0
31/07/2019,Nova Scotia,Farm stocks,Oats,0
31/07/2019,Nova Scotia,Farm stocks,Soybeans,0
31/07/2019,Nova Scotia,Farm stocks,Wheat,1
31/07/2019,Nova Scotia,Farm stocks,Wheat,1
31/07/2019,New Brunswick,Farm stocks,Barley,0
31/07/2019,New Brunswick,Farm stocks,Canola,0
31/07/2019,New Brunswick,Farm stocks,Corn,0
31/07/2019,New Brunswick,Farm stocks,Oats,3
31/07/2019,New Brunswick,Farm stocks,Soybeans,0
31/07/2019,New Brunswick,Farm stocks,Wheat,1
31/07/2019,New Brunswick,Farm stocks,Wheat,1
31/07/2019,Quebec,Farm stocks,Barley,12
31/07/2019,Quebec,Farm stocks,Canola,3
31/07/2019,Quebec,Farm stocks,Corn,430
31/07/2019,Quebec,Farm stocks,Oats,0
31/07/2019,Quebec,Farm stocks,Rye,2
31/07/2019,Quebec,Farm stocks,Soybeans,50
31/07/2019,Quebec,Farm stocks,Wheat,10
31/07/2019,Quebec,Farm stocks,Wheat,10
31/07/2019,Ontario,Farm stocks,Barley,18
31/07/2019,Ontario,Farm stocks,Canola,13
31/07/2019,Ontario,Farm stocks,Corn,590
31/07/2019,Ontario,Farm stocks,Oats,10
31/07/2019,Ontario,Farm stocks,Rye,10
31/07/2019,Ontario,Farm stocks,Soybeans,20
31/07/2019,Ontario,Farm stocks,Wheat,150
31/07/2019,Ontario,Farm stocks,Wheat,150
31/07/2019,Manitoba,Farm stocks,Barley,90
31/07/2019,Manitoba,Farm stocks,Canola,550
31/07/2019,Manitoba,Farm stocks,Corn,50
31/07/2019,Manitoba,Farm stocks,Flaxseed,0
31/07/2019,Manitoba,Farm stocks,Lentils,0
31/07/2019,Manitoba,Farm stocks,Oats,80
31/07/2019,Manitoba,Farm stocks,Peas,1
31/07/2019,Manitoba,Farm stocks,Rye,0
31/07/2019,Manitoba,Farm stocks,Soybeans,20
31/07/2019,Manitoba,Farm stocks,Wheat,150
31/07/2019,Manitoba,Farm stocks,Wheat,0
31/07/2019,Manitoba,Farm stocks,Wheat,150
31/07/2019,Saskatchewan,Farm stocks,Barley,150
31/07/2019,Saskatchewan,Farm stocks,Canola,1214
31/07/2019,Saskatchewan,Farm stocks,Flaxseed,32
31/07/2019,Saskatchewan,Farm stocks,Lentils,670
31/07/2019,Saskatchewan,Farm stocks,Oats,90
31/07/2019,Saskatchewan,Farm stocks,Peas,100
31/07/2019,Saskatchewan,Farm stocks,Rye,15
31/07/2019,Saskatchewan,Farm stocks,Soybeans,4
31/07/2019,Saskatchewan,Farm stocks,Wheat,940
31/07/2019,Saskatchewan,Farm stocks,Wheat,640
31/07/2019,Saskatchewan,Farm stocks,Wheat,300
31/07/2019,Alberta,Farm stocks,Barley,360
31/07/2019,Alberta,Farm stocks,Canola,1450
31/07/2019,Alberta,Farm stocks,Corn,5
31/07/2019,Alberta,Farm stocks,Flaxseed,6
31/07/2019,Alberta,Farm stocks,Lentils,45
31/07/2019,Alberta,Farm stocks,Oats,100
31/07/2019,Alberta,Farm stocks,Peas,30
31/07/2019,Alberta,Farm stocks,Rye,15
31/07/2019,Alberta,Farm stocks,Wheat,1550
31/07/2019,Alberta,Farm stocks,Wheat,350
31/07/2019,Alberta,Farm stocks,Wheat,1200
31/07/2019,British Columbia,Farm stocks,Barley,0
31/07/2019,British Columbia,Farm stocks,Canola,2
31/07/2019,British Columbia,Farm stocks,Oats,10
31/07/2019,British Columbia,Farm stocks,Peas,0
31/07/2019,British Columbia,Farm stocks,Wheat,0
31/07/2019,British Columbia,Farm stocks,Wheat,0
31/12/2019,Canada,Farm stocks,Barley,5550
31/12/2019,Canada,Farm stocks,Canary seed,82
31/12/2019,Canada,Farm stocks,Canola,14313
31/12/2019,Canada,Farm stocks,Chick peas,309
31/12/2019,Canada,Farm stocks,Corn,8040
31/12/2019,Canada,Farm stocks,Flaxseed,353
31/12/2019,Canada,Farm stocks,Lentils,2229
31/12/2019,Canada,Farm stocks,Mustard seed,121
31/12/2019,Canada,Farm stocks,Oats,2383
31/12/2019,Canada,Farm stocks,Peas,2399
31/12/2019,Canada,Farm stocks,Rye,156
31/12/2019,Canada,Farm stocks,Soybeans,2623
31/12/2019,Canada,Farm stocks,Sunflower seed,134
31/12/2019,Canada,Farm stocks,Wheat,21407
31/12/2019,Canada,Farm stocks,Wheat,3741
31/12/2019,Canada,Farm stocks,Wheat,17666
31/12/2019,Canada,Commercial stocks,Barley,404
31/12/2019,Canada,Commercial stocks,Canary seed,23
31/12/2019,Canada,Commercial stocks,Canola,1899
31/12/2019,Canada,Commercial stocks,Chick peas,19
31/12/2019,Canada,Commercial stocks,Corn,2660
31/12/2019,Canada,Commercial stocks,Flaxseed,35
31/12/2019,Canada,Commercial stocks,Lentils,181
31/12/2019,Canada,Commercial stocks,Mustard seed,24
31/12/2019,Canada,Commercial stocks,Oats,288
31/12/2019,Canada,Commercial stocks,Peas,261
31/12/2019,Canada,Commercial stocks,Rye,23
31/12/2019,Canada,Commercial stocks,Soybeans,1430
31/12/2019,Canada,Commercial stocks,Sunflower seed,2
31/12/2019,Canada,Commercial stocks,Wheat,4418
31/12/2019,Canada,Commercial stocks,Wheat,920
31/12/2019,Canada,Commercial stocks,Wheat,3498
31/12/2019,Prince Edward Island,Farm stocks,Barley,42
31/12/2019,Prince Edward Island,Farm stocks,Corn,
31/12/2019,Prince Edward Island,Farm stocks,Oats,9
31/12/2019,Prince Edward Island,Farm stocks,Soybeans,15
31/12/2019,Prince Edward Island,Farm stocks,Wheat,28
31/12/2019,Prince Edward Island,Farm stocks,Wheat,28
31/12/2019,Nova Scotia,Farm stocks,Barley,2
31/12/2019,Nova Scotia,Farm stocks,Corn,24
31/12/2019,Nova Scotia,Farm stocks,Oats,1
31/12/2019,Nova Scotia,Farm stocks,Soybeans,5
31/12/2019,Nova Scotia,Farm stocks,Wheat,4
31/12/2019,Nova Scotia,Farm stocks,Wheat,4
31/12/2019,New Brunswick,Farm stocks,Barley,11
31/12/2019,New Brunswick,Farm stocks,Canola,
31/12/2019,New Brunswick,Farm stocks,Corn,15
31/12/2019,New Brunswick,Farm stocks,Oats,15
31/12/2019,New Brunswick,Farm stocks,Soybeans,3
31/12/2019,New Brunswick,Farm stocks,Wheat,11
31/12/2019,New Brunswick,Farm stocks,Wheat,11
31/12/2019,Quebec,Farm stocks,Barley,65
31/12/2019,Quebec,Farm stocks,Canola,14
31/12/2019,Quebec,Farm stocks,Corn,2295
31/12/2019,Quebec,Farm stocks,Oats,68
31/12/2019,Quebec,Farm stocks,Rye,10
31/12/2019,Quebec,Farm stocks,Soybeans,630
31/12/2019,Quebec,Farm stocks,Wheat,81
31/12/2019,Quebec,Farm stocks,Wheat,81
31/12/2019,Ontario,Farm stocks,Barley,57
31/12/2019,Ontario,Farm stocks,Canola,32
31/12/2019,Ontario,Farm stocks,Corn,4900
31/12/2019,Ontario,Farm stocks,Oats,55
31/12/2019,Ontario,Farm stocks,Rye,14
31/12/2019,Ontario,Farm stocks,Soybeans,1400
31/12/2019,Ontario,Farm stocks,Wheat,400
31/12/2019,Ontario,Farm stocks,Wheat,400
31/12/2019,Manitoba,Farm stocks,Barley,331
31/12/2019,Manitoba,Farm stocks,Canola,2195
31/12/2019,Manitoba,Farm stocks,Corn,771
31/12/2019,Manitoba,Farm stocks,Flaxseed,27
31/12/2019,Manitoba,Farm stocks,Lentils,0
31/12/2019,Manitoba,Farm stocks,Oats,320
31/12/2019,Manitoba,Farm stocks,Peas,91
31/12/2019,Manitoba,Farm stocks,Rye,42
31/12/2019,Manitoba,Farm stocks,Soybeans,500
31/12/2019,Manitoba,Farm stocks,Wheat,2876
31/12/2019,Manitoba,Farm stocks,Wheat,11
31/12/2019,Manitoba,Farm stocks,Wheat,2865
31/12/2019,Saskatchewan,Farm stocks,Barley,2200
31/12/2019,Saskatchewan,Farm stocks,Canola,7718
31/12/2019,Saskatchewan,Farm stocks,Flaxseed,270
31/12/2019,Saskatchewan,Farm stocks,Lentils,2080
31/12/2019,Saskatchewan,Farm stocks,Oats,1350
31/12/2019,Saskatchewan,Farm stocks,Peas,1350
31/12/2019,Saskatchewan,Farm stocks,Rye,65
31/12/2019,Saskatchewan,Farm stocks,Soybeans,60
31/12/2019,Saskatchewan,Farm stocks,Wheat,10210
31/12/2019,Saskatchewan,Farm stocks,Wheat,3000
31/12/2019,Saskatchewan,Farm stocks,Wheat,7210
31/12/2019,Alberta,Farm stocks,Barley,2800
31/12/2019,Alberta,Farm stocks,Canola,4312
31/12/2019,Alberta,Farm stocks,Corn,19
31/12/2019,Alberta,Farm stocks,Flaxseed,55
31/12/2019,Alberta,Farm stocks,Lentils,149
31/12/2019,Alberta,Farm stocks,Oats,530
31/12/2019,Alberta,Farm stocks,Peas,925
31/12/2019,Alberta,Farm stocks,Rye,25
31/12/2019,Alberta,Farm stocks,Soybeans,
31/12/2019,Alberta,Farm stocks,Wheat,7730
31/12/2019,Alberta,Farm stocks,Wheat,730
31/12/2019,Alberta,Farm stocks,Wheat,7000
31/12/2019,British Columbia,Farm stocks,Barley,42
31/12/2019,British Columbia,Farm stocks,Canola,42
31/12/2019,British Columbia,Farm stocks,Oats,36
31/12/2019,British Columbia,Farm stocks,Peas,31
31/12/2019,British Columbia,Farm stocks,Wheat,67
31/12/2019,British Columbia,Farm stocks,Wheat,67
31/03/2020,Canada,Farm stocks,Barley,3140
31/03/2020,Canada,Farm stocks,Canary seed,63
31/03/2020,Canada,Farm stocks,Canola,9364
31/03/2020,Canada,Farm stocks,Chick peas,286
31/03/2020,Canada,Farm stocks,Corn,5519
31/03/2020,Canada,Farm stocks,Flaxseed,257
31/03/2020,Canada,Farm stocks,Lentils,1508
31/03/2020,Canada,Farm stocks,Mustard seed,94
31/03/2020,Canada,Farm stocks,Oats,1477
31/03/2020,Canada,Farm stocks,Peas,1505
31/03/2020,Canada,Farm stocks,Rye,97
31/03/2020,Canada,Farm stocks,Soybeans,1709
31/03/2020,Canada,Farm stocks,Sunflower seed,113
31/03/2020,Canada,Farm stocks,Wheat,14573
31/03/2020,Canada,Farm stocks,Wheat,2524
31/03/2020,Canada,Farm stocks,Wheat,12049
31/03/2020,Canada,Commercial stocks,Barley,391
31/03/2020,Canada,Commercial stocks,Canary seed,12
31/03/2020,Canada,Commercial stocks,Canola,1495
31/03/2020,Canada,Commercial stocks,Chick peas,21
31/03/2020,Canada,Commercial stocks,Corn,2474
31/03/2020,Canada,Commercial stocks,Flaxseed,47
31/03/2020,Canada,Commercial stocks,Lentils,170
31/03/2020,Canada,Commercial stocks,Mustard seed,16
31/03/2020,Canada,Commercial stocks,Oats,369
31/03/2020,Canada,Commercial stocks,Peas,405
31/03/2020,Canada,Commercial stocks,Rye,30
31/03/2020,Canada,Commercial stocks,Soybeans,1129
31/03/2020,Canada,Commercial stocks,Sunflower seed,3
31/03/2020,Canada,Commercial stocks,Wheat,4209
31/03/2020,Canada,Commercial stocks,Wheat,781
31/03/2020,Canada,Commercial stocks,Wheat,3428
31/03/2020,Prince Edward Island,Farm stocks,Barley,23
31/03/2020,Prince Edward Island,Farm stocks,Corn,
31/03/2020,Prince Edward Island,Farm stocks,Oats,4
31/03/2020,Prince Edward Island,Farm stocks,Soybeans,7
31/03/2020,Prince Edward Island,Farm stocks,Wheat,17
31/03/2020,Prince Edward Island,Farm stocks,Wheat,17
31/03/2020,Nova Scotia,Farm stocks,Barley,1
31/03/2020,Nova Scotia,Farm stocks,Corn,12
31/03/2020,Nova Scotia,Farm stocks,Oats,1
31/03/2020,Nova Scotia,Farm stocks,Soybeans,2
31/03/2020,Nova Scotia,Farm stocks,Wheat,2
31/03/2020,Nova Scotia,Farm stocks,Wheat,2
31/03/2020,New Brunswick,Farm stocks,Barley,6
31/03/2020,New Brunswick,Farm stocks,Canola,
31/03/2020,New Brunswick,Farm stocks,Corn,5
31/03/2020,New Brunswick,Farm stocks,Oats,9
31/03/2020,New Brunswick,Farm stocks,Soybeans,2
31/03/2020,New Brunswick,Farm stocks,Wheat,7
31/03/2020,New Brunswick,Farm stocks,Wheat,7
31/03/2020,Quebec,Farm stocks,Barley,40
31/03/2020,Quebec,Farm stocks,Canola,6
31/03/2020,Quebec,Farm stocks,Corn,1430
31/03/2020,Quebec,Farm stocks,Oats,45
31/03/2020,Quebec,Farm stocks,Rye,7
31/03/2020,Quebec,Farm stocks,Soybeans,440
31/03/2020,Quebec,Farm stocks,Wheat,50
31/03/2020,Quebec,Farm stocks,Wheat,50
31/03/2020,Ontario,Farm stocks,Barley,38
31/03/2020,Ontario,Farm stocks,Canola,15
31/03/2020,Ontario,Farm stocks,Corn,3400
31/03/2020,Ontario,Farm stocks,Oats,37
31/03/2020,Ontario,Farm stocks,Rye,5
31/03/2020,Ontario,Farm stocks,Soybeans,870
31/03/2020,Ontario,Farm stocks,Wheat,250
31/03/2020,Ontario,Farm stocks,Wheat,250
31/03/2020,Manitoba,Farm stocks,Barley,210
31/03/2020,Manitoba,Farm stocks,Canola,1520
31/03/2020,Manitoba,Farm stocks,Corn,652
31/03/2020,Manitoba,Farm stocks,Flaxseed,17
31/03/2020,Manitoba,Farm stocks,Lentils,0
31/03/2020,Manitoba,Farm stocks,Oats,190
31/03/2020,Manitoba,Farm stocks,Peas,55
31/03/2020,Manitoba,Farm stocks,Rye,25
31/03/2020,Manitoba,Farm stocks,Soybeans,350
31/03/2020,Manitoba,Farm stocks,Wheat,2021
31/03/2020,Manitoba,Farm stocks,Wheat,4
31/03/2020,Manitoba,Farm stocks,Wheat,2017
31/03/2020,Saskatchewan,Farm stocks,Barley,1200
31/03/2020,Saskatchewan,Farm stocks,Canola,4843
31/03/2020,Saskatchewan,Farm stocks,Flaxseed,200
31/03/2020,Saskatchewan,Farm stocks,Lentils,1410
31/03/2020,Saskatchewan,Farm stocks,Oats,820
31/03/2020,Saskatchewan,Farm stocks,Peas,850
31/03/2020,Saskatchewan,Farm stocks,Rye,45
31/03/2020,Saskatchewan,Farm stocks,Soybeans,35
31/03/2020,Saskatchewan,Farm stocks,Wheat,6540
31/03/2020,Saskatchewan,Farm stocks,Wheat,1930
31/03/2020,Saskatchewan,Farm stocks,Wheat,4610
31/03/2020,Alberta,Farm stocks,Barley,1600
31/03/2020,Alberta,Farm stocks,Canola,2955
31/03/2020,Alberta,Farm stocks,Corn,10
31/03/2020,Alberta,Farm stocks,Flaxseed,40
31/03/2020,Alberta,Farm stocks,Lentils,98
31/03/2020,Alberta,Farm stocks,Oats,350
