Record date,Type of crop,Grade,Ktonnes,Region,Global_region,Destination
31/07/2020,Wheat,No.3 CW AD,78.1,St. Lawrence,Western Europe,Italy
31/07/2020,Wheat,No.4 CW AD,14.4,St. Lawrence,Western Europe,Italy
31/07/2020,Wheat,No.5 CW AD,18.6,Thunder Bay,Western Europe,Italy
31/07/2020,Wheat,OTHER,58,Prairie Elevators,Western Hemisphere,United States
31/07/2020,Wheat,OTHER,9.3,Thunder Bay,Western Europe,Italy
31/07/2020,Wheat,OTHER,33,St. Lawrence,Western Europe,Italy
31/07/2020,Oats,No.2 CW,16.5,Vancouver,Western Hemisphere,Mexico
31/07/2020,Oats,No.2 CW,12.9,Thunder Bay,Western Hemisphere,United States
31/07/2020,Oats,No.3 CW,7.4,Vancouver,Western Hemisphere,Peru
31/07/2020,Oats,OTHER,1.2,Prairie Elevators,Western Hemisphere,Mexico
31/07/2020,Oats,OTHER,60.2,Prairie Elevators,Western Hemisphere,United States
31/07/2020,Barley,No.1 CW,59,Prince Rupert,Asia,China P.R.
31/07/2020,Barley,No.2 CW,32.6,Vancouver,Asia,China P.R.
31/07/2020,Barley,OTHER,3.4,Prairie Elevators,Western Hemisphere,United States
31/07/2020,Barley,OTHER,61.5,Vancouver,Asia,China P.R.
31/07/2020,Barley,OTHER,36.4,Vancouver,Asia,Japan
31/07/2020,Rye,OTHER,10.5,Prairie Elevators,Western Hemisphere,United States
31/07/2020,Flaxseed,No.1 CW,19.2,Thunder Bay,Western Europe,Belgium
31/07/2020,Flaxseed,OTHER,0.1,Prairie Elevators,Western Hemisphere,Mexico
31/07/2020,Flaxseed,OTHER,4.3,Prairie Elevators,Western Hemisphere,United States
31/07/2020,Flaxseed,OTHER,8.2,Vancouver,Asia,China P.R.
31/07/2020,Canola,No.1 CANADA,45.6,Vancouver,Western Europe,Belgium
31/07/2020,Canola,No.1 CANADA,50.7,Vancouver,Western Europe,France
31/07/2020,Canola,No.1 CANADA,150.5,Vancouver,Asia,China P.R.
31/07/2020,Canola,No.1 CANADA,175.8,Vancouver,Asia,Japan
31/07/2020,Canola,No.1 CANADA,50.9,Vancouver,Asia,Oman
31/07/2020,Canola,No.1 CANADA,124.7,Vancouver,Asia,Pakistan
31/07/2020,Canola,No.1 CANADA,48.3,Vancouver,Western Hemisphere,Mexico
31/07/2020,Canola,No.1 CANADA,10.9,Prince Rupert,Asia,Bangladesh
31/07/2020,Canola,No.1 CANADA,78.5,Prince Rupert,Western Hemisphere,Mexico
31/07/2020,Canola,No.1 CANADA,21.2,Thunder Bay,Western Europe,Belgium
31/07/2020,Canola,No.1 CANADA,42.7,Thunder Bay,Western Hemisphere,Mexico
31/07/2020,Canola,No.1 CANADA,45.2,St. Lawrence,Western Europe,Netherlands
31/07/2020,Canola,OTHER,20.6,Prairie Elevators,Western Hemisphere,Mexico
31/07/2020,Canola,OTHER,27.4,Prairie Elevators,Western Hemisphere,United States
31/07/2020,Canola,OTHER,64.4,Vancouver,Asia,China P.R.
31/07/2020,Sunflower seed,OTHER,1.1,Prairie Elevators,Western Hemisphere,United States
31/07/2020,Soybeans,No.2 CANADA,23.4,Bay & Lakes,Western Europe,Belgium
31/07/2020,Soybeans,No.2 CANADA,5.5,Bay & Lakes,Western Europe,Ireland
31/07/2020,Soybeans,No.2 CANADA,55.4,St. Lawrence,Asia,Iran
31/07/2020,Soybeans,No.2 CANADA,4.1,St. Lawrence,Western Hemisphere,Cuba
31/07/2020,Soybeans,OTHER,0.6,Prairie Elevators,Western Hemisphere,United States
31/07/2020,Peas,All grades combined,5.5,Prairie Elevators,Western Hemisphere,United States
31/07/2020,Peas,All grades combined,45,Vancouver,Asia,Bangladesh
31/07/2020,Peas,All grades combined,10.4,Vancouver,Asia,China P.R.
31/07/2020,Corn,No.3 CE,18.6,Bay & Lakes,Western Europe,Ireland
31/07/2020,Corn,OTHER,0,Prairie Elevators,Western Hemisphere,United States
31/07/2020,Corn,OTHER,18.7,Bay & Lakes,Western Europe,Belgium
31/07/2020,Corn,OTHER,40.2,Bay & Lakes,Western Europe,Ireland
31/07/2020,Corn,OTHER,20.8,Bay & Lakes,Western Europe,Netherlands
31/07/2020,Corn,OTHER,9.6,Bay & Lakes,Western Europe,United Kingdom
31/07/2020,Canary seed,OTHER,0.3,Prairie Elevators,Western Hemisphere,Mexico
31/07/2020,Canary seed,OTHER,1.8,Prairie Elevators,Western Hemisphere,United States
31/07/2020,Mustard seed,OTHER,1.9,Prairie Elevators,Western Hemisphere,United States
31/07/2020,Lentils,No.2 CANADA,66.1,Vancouver,Asia,India
31/07/2020,Lentils,No.2 CANADA,27.1,Vancouver,Asia,Turkey
31/07/2020,Lentils,No.2 CANADA,30,Vancouver,Asia,United Arab Emirates
31/07/2020,Lentils,OTHER,3.5,Prairie Elevators,Western Hemisphere,Mexico
31/07/2020,Lentils,OTHER,4.3,Prairie Elevators,Western Hemisphere,United States
31/07/2020,Lentils,OTHER,12.1,Vancouver,Asia,Bangladesh
31/07/2020,Chick peas,OTHER,1.1,Prairie Elevators,Western Hemisphere,United States
31/12/2020,Wheat,No.1 CW RS,31.2,Vancouver,Asia,China P.R.
31/12/2020,Wheat,No.1 CW RS,101.6,Vancouver,Asia,Japan
31/12/2020,Wheat,No.2 CE,41.1,Bay & Lakes,Western Hemisphere,Mexico
31/12/2020,Wheat,No.2 CE,11.1,Bay & Lakes,Western Hemisphere,United States
31/12/2020,Wheat,No.2 CE,38.8,St. Lawrence,Africa,Nigeria
31/12/2020,Wheat,No.2 CE,13.7,St. Lawrence,Western Hemisphere,Dominican Republic
31/12/2020,Wheat,No.2 CW RS,42.4,Vancouver,Africa,Tanzania
31/12/2020,Wheat,No.2 CW RS,133.9,Vancouver,Asia,Bangladesh
31/12/2020,Wheat,No.2 CW RS,186.2,Vancouver,Asia,China P.R.
31/12/2020,Wheat,No.2 CW RS,28.6,Vancouver,Asia,South Korea
31/12/2020,Wheat,No.2 CW RS,42.2,Vancouver,Asia,Sri Lanka
31/12/2020,Wheat,No.2 CW RS,31.2,Vancouver,Oceania,Australia
31/12/2020,Wheat,No.2 CW RS,9.6,Vancouver,Western Hemisphere,Chile
31/12/2020,Wheat,No.2 CW RS,79.3,Vancouver,Western Hemisphere,Colombia
31/12/2020,Wheat,No.2 CW RS,4.9,Vancouver,Western Hemisphere,Costa Rica
31/12/2020,Wheat,No.2 CW RS,37.9,Vancouver,Western Hemisphere,Ecuador
31/12/2020,Wheat,No.2 CW RS,7.1,Vancouver,Western Hemisphere,Mexico
31/12/2020,Wheat,No.2 CW RS,5,Vancouver,Western Hemisphere,Nicaragua
31/12/2020,Wheat,No.2 CW RS,153.2,Vancouver,Western Hemisphere,Peru
31/12/2020,Wheat,No.2 CW RS,3.6,Vancouver,Western Hemisphere,Puerto Rico
31/12/2020,Wheat,No.2 CW RS,8.5,Prince Rupert,Africa,Kenya
31/12/2020,Wheat,No.2 CW RS,49.5,Prince Rupert,Africa,Mozambique
31/12/2020,Wheat,No.2 CW RS,44.2,Prince Rupert,Africa,South Africa
31/12/2020,Wheat,No.2 CW RS,162.8,Prince Rupert,Asia,Indonesia
31/12/2020,Wheat,No.2 CW RS,46.9,Prince Rupert,Western Hemisphere,Colombia
31/12/2020,Wheat,No.2 CW RS,10.1,Prince Rupert,Western Hemisphere,Peru
31/12/2020,Wheat,No.2 CW RS,4.2,Thunder Bay,Western Europe,Italy
31/12/2020,Wheat,No.2 CW RS,2.4,Thunder Bay,Western Europe,Portugal
31/12/2020,Wheat,No.2 CW RS,16.9,Thunder Bay,Western Europe,United Kingdom
31/12/2020,Wheat,No.2 CW RS,7.3,Thunder Bay,Western Hemisphere,Colombia
31/12/2020,Wheat,No.2 CW RS,16.9,Thunder Bay,Western Hemisphere,Puerto Rico
31/12/2020,Wheat,No.2 CW RS,13.6,St. Lawrence,Western Europe,Spain
31/12/2020,Wheat,No.2 CW RS,23.8,St. Lawrence,Western Europe,United Kingdom
31/12/2020,Wheat,No.2 CW RS,14,St. Lawrence,Africa,Cameroon
31/12/2020,Wheat,No.2 CW RS,15,St. Lawrence,Africa,Ghana
31/12/2020,Wheat,No.2 CW RS,63.8,St. Lawrence,Africa,Nigeria
31/12/2020,Wheat,No.2 CW RS,5,St. Lawrence,Africa,Togo
31/12/2020,Wheat,No.2 CW RS,17.4,St. Lawrence,Western Hemisphere,Dominican Republic
31/12/2020,Wheat,OTHER,10,Prairie Elevators,Western Hemisphere,Mexico
31/12/2020,Wheat,OTHER,2.8,Prairie Elevators,Western Hemisphere,United States
31/12/2020,Wheat,OTHER,48.5,Vancouver,Asia,Japan
31/12/2020,Wheat,OTHER,32,Vancouver,Asia,Sri Lanka
31/12/2020,Wheat,OTHER,31.2,Vancouver,Oceania,Australia
31/12/2020,Wheat,OTHER,32.9,Vancouver,Western Hemisphere,Chile
31/12/2020,Wheat,OTHER,34.8,Vancouver,Western Hemisphere,Colombia
31/12/2020,Wheat,OTHER,6.5,Vancouver,Western Hemisphere,Mexico
31/12/2020,Wheat,OTHER,46.7,Vancouver,Western Hemisphere,Peru
31/12/2020,Wheat,OTHER,50.8,Prince Rupert,Western Hemisphere,Peru
31/12/2020,Wheat,OTHER,15.1,Thunder Bay,Western Europe,United Kingdom
31/12/2020,Wheat,OTHER,13.5,Thunder Bay,Western Hemisphere,Colombia
31/12/2020,Wheat,No.1 CW AD,70.3,Vancouver,Africa,Morocco
31/12/2020,Wheat,No.1 CW AD,2.9,Thunder Bay,Western Europe,Belgium
31/12/2020,Wheat,No.1 CW AD,19.5,Thunder Bay,Western Europe,Italy
31/12/2020,Wheat,No.1 CW AD,10.4,Thunder Bay,Western Europe,Portugal
31/12/2020,Wheat,No.1 CW AD,6.8,Thunder Bay,Africa,Algeria
31/12/2020,Wheat,No.1 CW AD,39.8,St. Lawrence,Africa,Morocco
31/12/2020,Wheat,No.2 CW AD,6.2,Vancouver,Asia,Japan
31/12/2020,Wheat,No.2 CW AD,11.9,Vancouver,Asia,United Arab Emirates
31/12/2020,Wheat,No.2 CW AD,12.7,Vancouver,Western Hemisphere,Peru
31/12/2020,Wheat,No.2 CW AD,21.1,Thunder Bay,Africa,Morocco
31/12/2020,Wheat,No.2 CW AD,27.5,St. Lawrence,Africa,Morocco
31/12/2020,Wheat,No.3 CW AD,6.3,Thunder Bay,Western Europe,Italy
31/12/2020,Wheat,No.3 CW AD,33,St. Lawrence,Western Europe,Italy
31/12/2020,Wheat,OTHER,14.3,Prairie Elevators,Western Hemisphere,United States
31/12/2020,Oats,No.1 CW,12,Vancouver,Western Hemisphere,Colombia
31/12/2020,Oats,No.2 CW,32.5,Vancouver,Western Hemisphere,Chile
31/12/2020,Oats,No.2 CW,11,Vancouver,Western Hemisphere,Peru
31/12/2020,Oats,OTHER,0.5,Prairie Elevators,Western Hemisphere,Mexico
31/12/2020,Oats,OTHER,70.8,Prairie Elevators,Western Hemisphere,United States
31/12/2020,Barley,No.1 CW,60.3,Prince Rupert,Asia,China P.R.
31/12/2020,Barley,OTHER,6.3,Prairie Elevators,Western Hemisphere,United States
31/12/2020,Barley,OTHER,75.5,Vancouver,Asia,China P.R.
31/12/2020,Barley,OTHER,25.8,Prince Rupert,Asia,Japan
31/12/2020,Rye,OTHER,21,Prairie Elevators,Western Hemisphere,United States
31/12/2020,Flaxseed,No.1 CW,9.9,Vancouver,Asia,China P.R.
31/12/2020,Flaxseed,No.1 CW,19.2,Thunder Bay,Western Europe,Belgium
31/12/2020,Flaxseed,OTHER,0.1,Prairie Elevators,Western Hemisphere,Mexico
31/12/2020,Flaxseed,OTHER,2.7,Prairie Elevators,Western Hemisphere,United States
31/12/2020,Flaxseed,OTHER,6.2,Thunder Bay,Western Europe,Belgium
31/12/2020,Canola,No.1 CANADA,38.9,Vancouver,Western Europe,France
31/12/2020,Canola,No.1 CANADA,40.6,Vancouver,Western Europe,Netherlands
31/12/2020,Canola,No.1 CANADA,20,Vancouver,Asia,Bangladesh
31/12/2020,Canola,No.1 CANADA,122.2,Vancouver,Asia,China P.R.
31/12/2020,Canola,No.1 CANADA,201,Vancouver,Asia,Japan
31/12/2020,Canola,No.1 CANADA,87.2,Vancouver,Asia,Pakistan
31/12/2020,Canola,No.1 CANADA,53.6,Vancouver,Asia,United Arab Emirates
31/12/2020,Canola,No.1 CANADA,18.3,Prince Rupert,Asia,Bangladesh
31/12/2020,Canola,No.1 CANADA,21.2,Thunder Bay,Western Europe,Belgium
31/12/2020,Canola,No.1 CANADA,22.6,Thunder Bay,Western Europe,Netherlands
31/12/2020,Canola,No.1 CANADA,21.2,Thunder Bay,Western Hemisphere,Mexico
31/12/2020,Canola,No.1 CANADA,40.4,St. Lawrence,Western Europe,France
31/12/2020,Canola,No.1 CANADA,30.2,St. Lawrence,Western Hemisphere,Mexico
31/12/2020,Canola,No.2 CANADA,41,Vancouver,Western Europe,Netherlands
31/12/2020,Canola,OTHER,13.1,Prairie Elevators,Western Hemisphere,United States
31/12/2020,Canola,OTHER,129.8,Vancouver,Asia,China P.R.
31/12/2020,Sunflower seed,OTHER,0.7,Prairie Elevators,Western Hemisphere,United States
31/12/2020,Soybeans,No.2 CANADA,10.9,Vancouver,Asia,Bangladesh
31/12/2020,Soybeans,No.2 CANADA,10.1,Bay & Lakes,Western Europe,Belgium
31/12/2020,Soybeans,No.2 CANADA,31.5,St. Lawrence,Western Europe,Italy
31/12/2020,Soybeans,No.2 CANADA,68.2,St. Lawrence,Asia,Iran
31/12/2020,Soybeans,No.2 CANADA,4,St. Lawrence,Western Hemisphere,Cuba
31/12/2020,Soybeans,OTHER,9.9,Prairie Elevators,Western Hemisphere,United States
31/12/2020,Peas,All grades combined,3.2,Prairie Elevators,Western Hemisphere,United States
31/12/2020,Peas,All grades combined,25.1,Vancouver,Asia,Bangladesh
31/12/2020,Peas,All grades combined,74,Vancouver,Asia,China P.R.
31/12/2020,Corn,OTHER,10.1,Bay & Lakes,Western Europe,United Kingdom
31/12/2020,Canary seed,OTHER,0.2,Prairie Elevators,Western Hemisphere,Mexico
31/12/2020,Canary seed,OTHER,0.9,Prairie Elevators,Western Hemisphere,United States
31/12/2020,Mustard seed,OTHER,1.2,Prairie Elevators,Western Hemisphere,United States
31/12/2020,Lentils,OTHER,0.8,Prairie Elevators,Western Hemisphere,Mexico
31/12/2020,Lentils,OTHER,1.2,Prairie Elevators,Western Hemisphere,United States
31/12/2020,Chick peas,OTHER,0.2,Prairie Elevators,Western Hemisphere,United States
31/12/2020,Wheat,No.1 CW RS,50.4,Vancouver,Asia,China P.R.
31/12/2020,Wheat,No.1 CW RS,123.1,Vancouver,Asia,Japan
31/12/2020,Wheat,No.1 CW RS,5,St. Lawrence,Africa,Cameroon
31/12/2020,Wheat,No.1 CW RS,30,St. Lawrence,Africa,Ghana
31/12/2020,Wheat,No.1 CW RW,15.9,Thunder Bay,Western Hemisphere,United States
31/12/2020,Wheat,No.2 CE,21.1,Bay & Lakes,Western Hemisphere,Mexico
31/12/2020,Wheat,No.2 CE,22.6,Bay & Lakes,Western Hemisphere,United States
31/12/2020,Wheat,No.2 CE,34.8,St. Lawrence,Africa,Nigeria
31/12/2020,Wheat,No.2 CE,32,St. Lawrence,Western Hemisphere,Brazil
31/12/2020,Wheat,No.2 CE,63.7,St. Lawrence,Western Hemisphere,Mexico
31/12/2020,Wheat,No.2 CE,3.5,St. Lawrence,Western Hemisphere,Venezuela
31/12/2020,Wheat,No.2 CW RS,78.7,Vancouver,Asia,Bangladesh
31/12/2020,Wheat,No.2 CW RS,222.1,Vancouver,Asia,China P.R.
31/12/2020,Wheat,No.2 CW RS,73,Vancouver,Asia,Indonesia
31/12/2020,Wheat,No.2 CW RS,7.9,Vancouver,Asia,South Korea
31/12/2020,Wheat,No.2 CW RS,11.7,Vancouver,Asia,United Arab Emirates
31/12/2020,Wheat,No.2 CW RS,39.4,Vancouver,Western Hemisphere,Chile
31/12/2020,Wheat,No.2 CW RS,35.7,Vancouver,Western Hemisphere,Colombia
31/12/2020,Wheat,No.2 CW RS,24.2,Vancouver,Western Hemisphere,Ecuador
31/12/2020,Wheat,No.2 CW RS,55,Vancouver,Western Hemisphere,Mexico
31/12/2020,Wheat,No.2 CW RS,13.5,Vancouver,Western Hemisphere,Peru
31/12/2020,Wheat,No.2 CW RS,60.5,Prince Rupert,Asia,Bangladesh
31/12/2020,Wheat,No.2 CW RS,76.9,Prince Rupert,Asia,Indonesia
31/12/2020,Wheat,No.2 CW RS,57,Prince Rupert,Western Hemisphere,Colombia
31/12/2020,Wheat,No.2 CW RS,7.9,Prince Rupert,Western Hemisphere,Costa Rica
31/12/2020,Wheat,No.2 CW RS,25.2,Prince Rupert,Western Hemisphere,Peru
31/12/2020,Wheat,No.2 CW RS,5.3,Thunder Bay,Western Europe,Italy
31/12/2020,Wheat,No.2 CW RS,6.8,Thunder Bay,Western Hemisphere,Mexico
31/12/2020,Wheat,No.2 CW RS,10.7,Thunder Bay,Western Hemisphere,Puerto Rico
31/12/2020,Wheat,No.2 CW RS,28.1,St. Lawrence,Western Europe,United Kingdom
31/12/2020,Wheat,No.2 CW RS,13,St. Lawrence,Africa,Cameroon
31/12/2020,Wheat,No.2 CW RS,44.4,St. Lawrence,Africa,Ghana
31/12/2020,Wheat,No.2 CW RS,5.5,St. Lawrence,Africa,Ivory Coast
31/12/2020,Wheat,No.2 CW RS,8,St. Lawrence,Africa,Namibia
31/12/2020,Wheat,No.2 CW RS,143.2,St. Lawrence,Africa,Nigeria
31/12/2020,Wheat,No.2 CW RS,5.1,St. Lawrence,Africa,Senegal
31/12/2020,Wheat,No.2 CW RS,5,St. Lawrence,Africa,Togo
31/12/2020,Wheat,No.2 CW RS,7.3,St. Lawrence,Western Hemisphere,Haiti
31/12/2020,Wheat,No.2 CW RS,9.3,St. Lawrence,Western Hemisphere,Mexico
31/12/2020,Wheat,No.2 CW RS,14.7,St. Lawrence,Western Hemisphere,Venezuela
31/12/2020,Wheat,OTHER,11.5,Prairie Elevators,Western Hemisphere,Mexico
31/12/2020,Wheat,OTHER,4,Prairie Elevators,Western Hemisphere,United States
31/12/2020,Wheat,OTHER,25,Vancouver,Western Hemisphere,Colombia
31/12/2020,Wheat,OTHER,10,Vancouver,Western Hemisphere,Ecuador
31/12/2020,Wheat,OTHER,16.2,Vancouver,Western Hemisphere,Peru
31/12/2020,Wheat,OTHER,12.7,Prince Rupert,Western Hemisphere,Colombia
31/12/2020,Wheat,OTHER,4.8,Prince Rupert,Western Hemisphere,Costa Rica
31/12/2020,Wheat,OTHER,16.3,Prince Rupert,Western Hemisphere,Peru
31/12/2020,Wheat,OTHER,18,St. Lawrence,Western Europe,United Kingdom
31/12/2020,Wheat,No.1 CW AD,6.6,St. Lawrence,Africa,Libya
31/12/2020,Wheat,No.2 CW AD,7.2,Vancouver,Asia,Japan
31/12/2020,Wheat,No.2 CW AD,2.1,Thunder Bay,Western Europe,Belgium
31/12/2020,Wheat,No.2 CW AD,6,Thunder Bay,Western Europe,France
31/12/2020,Wheat,No.2 CW AD,9.4,Thunder Bay,Africa,Algeria
31/12/2020,Wheat,No.2 CW AD,12.5,St. Lawrence,Western Europe,Italy
31/12/2020,Wheat,No.2 CW AD,3.2,St. Lawrence,Africa,Cameroon
31/12/2020,Wheat,No.2 CW AD,25.8,St. Lawrence,Africa,Nigeria
31/12/2020,Wheat,No.3 CW AD,4.8,Thunder Bay,Western Europe,Belgium
31/12/2020,Wheat,No.3 CW AD,6.3,Thunder Bay,Western Europe,France
31/12/2020,Wheat,No.3 CW AD,24.1,Thunder Bay,Western Europe,Italy
31/12/2020,Wheat,No.3 CW AD,41.7,St. Lawrence,Western Europe,Italy
31/12/2020,Wheat,No.3 CW AD,7.5,St. Lawrence,Western Hemisphere,Haiti
31/12/2020,Wheat,No.3 CW AD,21.7,St. Lawrence,Western Hemisphere,Venezuela
31/12/2020,Wheat,No.4 CW AD,7.2,St. Lawrence,Western Hemisphere,Haiti
31/12/2020,Wheat,OTHER,1.6,Prairie Elevators,Western Hemisphere,United States
31/12/2020,Oats,No.1 CW,6.5,Thunder Bay,Western Hemisphere,United States
31/12/2020,Oats,OTHER,0.9,Prairie Elevators,Western Hemisphere,Mexico
31/12/2020,Oats,OTHER,129.6,Prairie Elevators,Western Hemisphere,United States
31/12/2020,Oats,OTHER,8.8,Vancouver,Western Hemisphere,Ecuador
31/12/2020,Oats,OTHER,10,Vancouver,Western Hemisphere,Mexico
31/12/2020,Barley,OTHER,6.5,Prairie Elevators,Western Hemisphere,United States
31/12/2020,Barley,OTHER,206.3,Vancouver,Asia,China P.R.
31/12/2020,Barley,OTHER,28.9,Prince Rupert,Asia,Japan
31/12/2020,Rye,OTHER,10.7,Prairie Elevators,Western Hemisphere,United States
31/12/2020,Flaxseed,OTHER,0.3,Prairie Elevators,Western Hemisphere,Mexico
31/12/2020,Flaxseed,OTHER,3.5,Prairie Elevators,Western Hemisphere,United States
31/12/2020,Canola,No.1 CANADA,50.9,Vancouver,Western Europe,France
31/12/2020,Canola,No.1 CANADA,39.7,Vancouver,Western Europe,Netherlands
31/12/2020,Canola,No.1 CANADA,42.9,Vancouver,Asia,China P.R.
31/12/2020,Canola,No.1 CANADA,131.8,Vancouver,Asia,Japan
31/12/2020,Canola,No.1 CANADA,148.2,Vancouver,Asia,United Arab Emirates
31/12/2020,Canola,No.1 CANADA,12,Vancouver,Western Hemisphere,Chile
31/12/2020,Canola,No.1 CANADA,33.6,Vancouver,Western Hemisphere,Mexico
31/12/2020,Canola,No.1 CANADA,94.5,Prince Rupert,Western Hemisphere,Mexico
31/12/2020,Canola,No.1 CANADA,20.5,Thunder Bay,Western Europe,Belgium
31/12/2020,Canola,No.1 CANADA,19.4,Thunder Bay,Western Europe,France
31/12/2020,Canola,No.1 CANADA,21.1,Thunder Bay,Western Europe,Germany
31/12/2020,Canola,No.1 CANADA,23.6,Thunder Bay,Western Europe,Netherlands
31/12/2020,Canola,No.1 CANADA,19.4,Thunder Bay,Western Europe,Portugal
31/12/2020,Canola,No.1 CANADA,59.2,Thunder Bay,Western Hemisphere,Mexico
31/12/2020,Canola,No.1 CANADA,4.8,St. Lawrence,Western Europe,Netherlands
31/12/2020,Canola,No.1 CANADA,45.9,St. Lawrence,Western Hemisphere,Mexico
31/12/2020,Canola,OTHER,0.2,Prairie Elevators,Western Hemisphere,Mexico
31/12/2020,Canola,OTHER,18,Prairie Elevators,Western Hemisphere,United States
31/12/2020,Canola,OTHER,67.4,Vancouver,Asia,China P.R.
31/12/2020,Sunflower seed,OTHER,0.8,Prairie Elevators,Western Hemisphere,United States
31/12/2020,Soybeans,No.2 CANADA,35,St. Lawrence,Africa,Algeria
31/12/2020,Soybeans,No.2 CANADA,69.3,St. Lawrence,Asia,Iran
31/12/2020,Soybeans,OTHER,0.6,Prairie Elevators,Western Hemisphere,United States
31/12/2020,Peas,All grades combined,2.9,Prairie Elevators,Western Hemisphere,United States
31/12/2020,Peas,All grades combined,50.3,Vancouver,Asia,Bangladesh
31/12/2020,Peas,All grades combined,615.2,Vancouver,Asia,China P.R.
31/12/2020,Peas,All grades combined,22,Vancouver,Western Hemisphere,Chile
31/12/2020,Corn,OTHER,0,Prairie Elevators,Western Hemisphere,United States
31/12/2020,Canary seed,OTHER,0.8,Prairie Elevators,Western Hemisphere,Mexico
31/12/2020,Canary seed,OTHER,2.1,Prairie Elevators,Western Hemisphere,United States
31/12/2020,Mustard seed,OTHER,1.5,Prairie Elevators,Western Hemisphere,United States
31/12/2020,Lentils,No.1 CANADA,0,Vancouver,Asia,Turkey
31/12/2020,Lentils,No.2 CANADA,0,Vancouver,Africa,Egypt
31/12/2020,Lentils,No.2 CANADA,38.1,Vancouver,Asia,Bangladesh
31/12/2020,Lentils,No.2 CANADA,24,Vancouver,Asia,India
31/12/2020,Lentils,No.2 CANADA,59.3,Vancouver,Asia,Turkey
31/12/2020,Lentils,No.2 CANADA,34.7,Vancouver,Asia,United Arab Emirates
31/12/2020,Lentils,OTHER,1.9,Prairie Elevators,Western Hemisphere,Mexico
31/12/2020,Lentils,OTHER,3,Prairie Elevators,Western Hemisphere,United States
31/12/2020,Lentils,OTHER,23,Vancouver,Asia,Bangladesh
31/12/2020,Lentils,OTHER,20.2,Thunder Bay,Asia,Turkey
31/12/2020,Chick peas,OTHER,0.2,Prairie Elevators,Western Hemisphere,United States
31/12/2020,Wheat,No.1 CW RS,24.1,Vancouver,Asia,China P.R.
31/12/2020,Wheat,No.1 CW RS,117,Vancouver,Asia,Japan
31/12/2020,Wheat,No.1 CW RS,38.9,Prince Rupert,Asia,Japan
31/12/2020,Wheat,No.1 CW RW,8.5,Thunder Bay,Western Hemisphere,United States
31/12/2020,Wheat,No.2 CE,6.1,Bay & Lakes,Western Hemisphere,Puerto Rico
31/12/2020,Wheat,No.2 CE,12.6,Bay & Lakes,Western Hemisphere,United States
31/12/2020,Wheat,No.2 CE,26.4,St. Lawrence,Africa,Nigeria
31/12/2020,Wheat,No.2 CE,33,St. Lawrence,Western Hemisphere,Brazil
31/12/2020,Wheat,No.2 CE,6.1,St. Lawrence,Western Hemisphere,Dominican Republic
31/12/2020,Wheat,No.2 CE,41.7,St. Lawrence,Western Hemisphere,Mexico
31/12/2020,Wheat,No.2 CW RS,119.5,Vancouver,Asia,Bangladesh
31/12/2020,Wheat,No.2 CW RS,147.6,Vancouver,Asia,China P.R.
31/12/2020,Wheat,No.2 CW RS,207.3,Vancouver,Asia,Indonesia
31/12/2020,Wheat,No.2 CW RS,46.8,Vancouver,Asia,United Arab Emirates
31/12/2020,Wheat,No.2 CW RS,23.4,Vancouver,Western Hemisphere,Chile
31/12/2020,Wheat,No.2 CW RS,27.1,Vancouver,Western Hemisphere,Colombia
31/12/2020,Wheat,No.2 CW RS,16.5,Vancouver,Western Hemisphere,Ecuador
31/12/2020,Wheat,No.2 CW RS,7.4,Vancouver,Western Hemisphere,El Salvador
31/12/2020,Wheat,No.2 CW RS,10.8,Vancouver,Western Hemisphere,Guatemala
31/12/2020,Wheat,No.2 CW RS,45,Vancouver,Western Hemisphere,Peru
31/12/2020,Wheat,No.2 CW RS,35,Prince Rupert,Africa,Kenya
31/12/2020,Wheat,No.2 CW RS,20,Prince Rupert,Africa,Mozambique
31/12/2020,Wheat,No.2 CW RS,59,Prince Rupert,Africa,Sudan
31/12/2020,Wheat,No.2 CW RS,52.2,Prince Rupert,Asia,Indonesia
31/12/2020,Wheat,No.2 CW RS,77,Prince Rupert,Asia,Japan
31/12/2020,Wheat,No.2 CW RS,51.9,Prince Rupert,Western Hemisphere,Peru
31/12/2020,Wheat,No.2 CW RS,8.2,Thunder Bay,Western Europe,Italy
31/12/2020,Wheat,No.2 CW RS,8.6,Thunder Bay,Western Europe,United Kingdom
31/12/2020,Wheat,No.2 CW RS,2,Thunder Bay,Western Hemisphere,Colombia
31/12/2020,Wheat,No.2 CW RS,10.3,Bay & Lakes,Western Hemisphere,Puerto Rico
31/12/2020,Wheat,No.2 CW RS,15.6,St. Lawrence,Western Europe,United Kingdom
31/12/2020,Wheat,No.2 CW RS,33,St. Lawrence,Africa,Ghana
31/12/2020,Wheat,No.2 CW RS,51.7,St. Lawrence,Africa,Mozambique
31/12/2020,Wheat,No.2 CW RS,13.2,St. Lawrence,Africa,Nigeria
31/12/2020,Wheat,No.2 CW RS,10.3,St. Lawrence,Western Hemisphere,Dominican Republic
31/12/2020,Wheat,No.2 CW RS,30.5,St. Lawrence,Western Hemisphere,Mexico
31/12/2020,Wheat,No.2 CW RS,31.8,St. Lawrence,Western Hemisphere,Venezuela
31/12/2020,Wheat,OTHER,43.2,Prairie Elevators,Western Hemisphere,Mexico
31/12/2020,Wheat,OTHER,34.7,Prairie Elevators,Western Hemisphere,United States
